distance[mm],straight[mm],2000,1000
0,3.530435
1000,3.460000
2000,2.477733
3000,2.955555
4000,3.236341
5000,5.302142
6000,3.799559
7000,3.757507
8000,2.731708
9000,3.623931
10000,3.693069
11000,3.027466
12000,3.915385
13000,2.000000
14000,2.000000
15000,2.694872
16000,4.846154
17000,3.804015
18000,4.305016
19000,3.878184
20000,5.924752
21000,3.899384
22000,3.205793
23000,5.503937
24000,4.507107
25000,4.745856
26000,2.864078
27000,1.690691
28000,2.909091
29000,2.089779
30000,1.606300
31000,2.119288
32000,2.355015
33000,1.940030
34000,1.893940
35000,2.193041
36000,3.660661
37000,1.874722
38000,5.833827
39000,4.019868
40000,3.035591
41000,1.767676
42000,1.748618
43000,2.104046
44000,1.766667
45000,1.226563
46000,1.000000
47000,1.445570
48000,1.680629
49000,1.814404
50000,3.035591
51000,1.767676
52000,1.748618
53000,2.104046
54000,1.766667
55000,1.226563
56000,1.000000
57000,1.445570
58000,1.680629
59000,1.814404
60000,4.992685
61000,5.868506
62000,4.601286
63000,2.827894
64000,2.310104
65000,4.151164
66000,5.864024
67000,1.783655
68000,2.911111
69000,8.666974
70000,7.037715
71000,5.857143
72000,3.016530
73000,3.421801
74000,1.951128
75000,2.743903
76000,13.262200
77000,3.410030
78000,6.304348
79000,20.732367
80000,1.893651
81000,2.905021
82000,4.476923
83000,7.704698
84000,6.811594
85000,4.478301
86000,4.345428
87000,4.192671
88000,4.665948
89000,5.501629
90000,7.857143
91000,8.528481
92000,10.120404
93000,10.105186
94000,7.787157
95000,6.503472
96000,9.391469
97000,7.559006
98000,5.336283
99000,6.299509
100000,5.772634
101000,5.686217
102000,4.884423
103000,6.975787
104000,4.242762
105000,4.729730
106000,2.340580
107000,1.991392
108000,2.979971
109000,1.555932
110000,1.625454
111000,2.047904
112000,1.805233
113000,1.753847
114000,5.579189
115000,6.031837
116000,2.379310
117000,6.931365
118000,8.238580
119000,6.502994
120000,1.625454
121000,2.047904
122000,1.805233
123000,1.753847
124000,5.579189
125000,6.031837
126000,2.379310
127000,6.931365
128000,8.238580
129000,6.502994
130000,6.219565
131000,4.788733
132000,6.276757
133000,5.256544
134000,8.354187
135000,17.773796
136000,8.192931
137000,4.004012
138000,4.117889
139000,5.496749
140000,5.109914
141000,5.450223
142000,7.011382
143000,7.556863
144000,6.521423
145000,7.536232
146000,11.000001
147000,7.674847
148000,8.712914
149000,5.633423
150000,4.713160
151000,7.830051
152000,7.782258
153000,8.059179
154000,6.250411
155000,8.272802
156000,7.268611
157000,9.104513
158000,8.404125
159000,7.840778
160000,6.782148
161000,6.347480
162000,7.558935
163000,9.308458
164000,6.899096
165000,4.770700
166000,4.746744
167000,4.621128
168000,5.233962
169000,4.525115
170000,3.568539
171000,2.224554
172000,3.798061
173000,5.152416
174000,6.122910
175000,4.440233
176000,2.539772
177000,2.175231
178000,2.579741
179000,2.789130
180000,2.679330
181000,2.974082
182000,2.681181
183000,2.124868
184000,2.150608
185000,1.759494
186000,1.931932
187000,1.830588
188000,2.860294
189000,2.325995
190000,3.761835
191000,4.923810
192000,2.301715
193000,2.822485
194000,2.000000
195000,3.000000
196000,3.852814
197000,3.747252
198000,2.181628
199000,6.527473
