RTIRI
File Version,1
Interval[mm],10000
ValueCount,1
VarType,SI,DOUBLE
distance[mm],value[m/km]
0,1.909031
10000,2.559597
20000,4.172152
30000,2.507168
40000,3.562048
50000,5.519460
60000,5.063846
70000,18.189135
80000,5.086502
90000,3.409404
100000,3.148428
110000,3.121068
120000,10.655593
130000,7.257014
140000,7.584853
150000,7.050837
160000,8.977849
170000,4.905773
180000,5.616947
190000,6.651546
