RTIRI
File Version,1
Interval[mm],10000
ValueCount,1
VarType,SI,DOUBLE
distance[mm],value[m/km]
0,3.146096
10000,3.315615
20000,4.065883
30000,2.103945
40000,3.560138
50000,13.698881
60000,10.452121
70000,16.433578
80000,7.980422
90000,4.281386
100000,4.717139
110000,5.159424
120000,22.278234
130000,11.083601
140000,10.918830
150000,12.230708
160000,13.357417
170000,4.607152
180000,5.309852
190000,6.737128
